日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量
2014-11-14,4.09,4.11,4.04,4.06,161.9,39839700
2014-11-17,4.06,4.1,4.01,4.06,147.4,36268500
2014-11-18,4.06,4.14,4.01,4.13,200.23,49222900
2014-11-19,4.1,4.13,4.05,4.07,131.21,32090800
2014-11-20,4.04,4.1,4.02,4.05,105.34,25955300
2014-11-21,4.05,4.1,4.02,4.09,141.4,34793500
2014-11-24,4.15,4.25,4.09,4.18,352.72,84591400
2014-11-25,4.18,4.34,4.16,4.31,403.13,94199200
2014-11-26,4.42,4.59,4.33,4.42,688.81,154244300
2014-11-27,4.44,4.53,4.36,4.43,464.7,104827900
2014-11-28,4.44,4.45,4.33,4.41,418.42,95618600
2014-12-01,4.41,4.54,4.37,4.51,622.54,138900700
2014-12-02,4.51,4.59,4.47,4.54,486.09,107246000
2014-12-03,4.59,4.78,4.5,4.58,805.32,174096600
2014-12-04,4.58,4.73,4.5,4.65,679.83,147699600
2014-12-05,4.65,4.66,4.32,4.39,688.86,154126600
2014-12-08,4.34,4.56,4.26,4.49,537.95,121014400
2014-12-09,4.45,4.94,4.37,4.62,1464.41,309085700
2014-12-10,4.64,5.08,4.57,5.08,1541.35,314052800
2014-12-11,5.15,5.59,5.07,5.59,1713.33,323274800
2014-12-12,5.73,5.74,5.31,5.38,1145.62,209891800
2014-12-15,5.3,5.54,5.19,5.43,792.41,149371900
2014-12-16,5.35,5.56,5.31,5.44,850.13,156102300
2014-12-17,5.4,5.42,5.1,5.21,739.97,140348700
2014-12-18,5.21,5.4,5.21,5.32,588.85,110735900
2014-12-19,5.29,5.72,5.2,5.62,1154.05,209489900
2014-12-22,5.62,5.92,5.34,5.4,1111.71,197125100
2014-12-23,5.3,5.3,4.89,4.92,682.61,134495200
2014-12-24,4.9,4.98,4.75,4.86,417.82,86442700
2014-12-25,4.87,5.08,4.87,5.05,419.24,83899300
2014-12-26,5.07,5.14,4.99,5.14,514.46,101648100
2014-12-29,5.18,5.31,5.1,5.19,534.01,102740900
2014-12-30,5.2,5.22,4.99,5.01,402.81,79300400
2014-12-31,5.02,5.32,5.02,5.27,606.1,115881800
2015-01-05,5.27,5.53,5.23,5.45,681.4,125684900
2015-01-06,5.4,5.45,5.21,5.32,489.76,91984600
2015-01-07,5.28,5.58,5.24,5.49,721.93,132922100
2015-01-08,5.45,5.51,5.24,5.26,560.92,104818400
2015-01-09,5.15,5.37,5.06,5.12,591.73,113434800
2015-01-12,5.06,5.06,4.78,4.9,449.74,91200300
2015-01-13,4.88,5.02,4.84,4.94,179.48,36287600
2015-01-14,4.95,4.99,4.79,4.85,175.6,35914300
2015-01-15,4.87,5.01,4.81,5,219.77,44670200
2015-01-16,5.12,5.26,5.05,5.06,314.61,61399500
2015-01-19,4.87,4.92,4.55,4.56,475,100808900
2015-01-20,4.55,4.68,4.5,4.66,281.5,60970000
2015-01-21,4.73,4.87,4.66,4.84,315.66,66222500
2015-01-22,4.85,4.94,4.8,4.86,299.91,61513500
2015-01-23,4.89,4.98,4.82,4.85,302.56,61860100
2015-01-26,4.85,4.95,4.81,4.92,247.96,50726300
2015-01-27,4.93,4.96,4.77,4.9,284.32,58306800
2015-01-28,4.84,4.93,4.81,4.84,192.76,39544100
2015-01-29,4.85,5.19,4.81,5.09,606.21,120759200
2015-01-30,5.09,5.14,4.9,4.92,367.24,72999600
2015-02-02,4.83,4.87,4.7,4.73,247.43,51774500
2015-02-03,4.77,4.83,4.69,4.79,171.72,36012800
2015-02-04,4.8,4.99,4.8,4.83,279.06,56955700
2015-02-05,5,5,4.74,4.74,209.13,43170300
2015-02-06,4.73,4.75,4.53,4.57,218.38,47058100
2015-02-09,4.55,4.64,4.51,4.59,108.52,23629700
2015-02-10,4.61,4.69,4.59,4.68,101.81,21829500
2015-02-11,4.72,4.76,4.67,4.69,96.98,20576400
2015-02-12,4.69,4.75,4.66,4.73,103.73,22056400
2015-02-13,4.75,4.9,4.74,4.81,187.08,38701700
2015-02-16,4.83,4.88,4.8,4.84,146.91,30302300
2015-02-17,4.87,4.89,4.84,4.86,142.78,29354100
2015-02-25,4.89,4.95,4.83,4.88,165.37,33876900
2015-02-26,4.85,4.98,4.83,4.98,254.52,51705400
2015-02-27,4.96,5.03,4.94,4.96,255.74,51348700
2015-03-02,5,5.16,4.96,5.1,364.78,71913100
2015-03-03,5.08,5.18,4.98,4.99,385.54,76337900
2015-03-04,4.99,5.04,4.9,4.98,244.5,49133600
2015-03-05,4.96,5.03,4.86,4.92,232.65,47235900
2015-03-06,4.91,4.97,4.88,4.92,149.89,30450800
2015-03-09,4.89,4.94,4.8,4.94,223.9,46073200
2015-03-10,4.93,5.04,4.9,4.98,249.23,50002900
2015-03-11,4.99,5.03,4.9,4.93,200.68,40338800
2015-03-12,4.95,4.98,4.91,4.96,183.79,37108900
2015-03-13,4.97,5.03,4.95,4.99,242.3,48535600
2015-03-16,5,5.12,5,5.09,388.62,76584300
2015-03-17,5.12,5.28,5.1,5.22,599.07,115191100
2015-03-18,5.22,5.58,5.21,5.5,808.22,148045500
2015-03-19,5.48,5.5,5.36,5.42,610.39,112718500
2015-03-20,5.4,5.48,5.36,5.4,448.26,82882200
2015-03-23,5.44,5.58,5.43,5.5,650.2,118207200
2015-03-24,5.5,5.85,5.44,5.68,1085.31,192035200
2015-03-25,5.65,5.66,5.42,5.47,650.34,117937000
2015-03-26,5.4,5.55,5.36,5.43,444.42,81830900
2015-03-27,5.42,5.55,5.4,5.47,357.7,65261100
2015-03-30,5.5,5.69,5.5,5.63,655.69,116573800
2015-03-31,5.68,5.74,5.57,5.59,731.38,129165924
